doc_id,title,department,original_path,processed_text_path,processed_meta_path,processed_at,original_size_bytes,original_modified
68eae1a5-b732-4ce4-8684-17b3279aae31,"Monthly Customer Support Report - [Month, Year]",Customer Support,"Database/Customer Support/Monthly Customer Support Report - [Month, Year].pdf","processed_docs/Customer Support/Monthly Customer Support Report - [Month, Year].txt","processed_docs/Customer Support/Monthly Customer Support Report - [Month, Year].json",2025-10-22T15:51:17.295591Z,72360,2025-10-04T18:27:52.954038
da9a5959-84bb-4bd6-95d4-b06a9ec749aa,Multilingual Support Guidelines (Arabic English),Customer Support,Database/Customer Support/Multilingual Support Guidelines (Arabic English).pdf,processed_docs/Customer Support/Multilingual Support Guidelines (Arabic English).txt,processed_docs/Customer Support/Multilingual Support Guidelines (Arabic English).json,2025-10-22T15:51:17.302590Z,56193,2025-10-04T18:28:56.513666
ccaf1fcf-6e8c-42cb-bdf1-9297fa974645,NexaCore Customer Support Handbook,Customer Support,Database/Customer Support/NexaCore Customer Support Handbook.pdf,processed_docs/Customer Support/NexaCore Customer Support Handbook.txt,processed_docs/Customer Support/NexaCore Customer Support Handbook.json,2025-10-22T15:51:17.311619Z,74848,2025-10-04T18:20:18.160324
da7be81c-5b53-499b-b466-5b6fea2ccb1c,Service Level Agreement (SLA) - Enterprise Clients,Customer Support,Database/Customer Support/Service Level Agreement (SLA) - Enterprise Clients.pdf,processed_docs/Customer Support/Service Level Agreement (SLA) - Enterprise Clients.txt,processed_docs/Customer Support/Service Level Agreement (SLA) - Enterprise Clients.json,2025-10-22T15:51:17.319619Z,61983,2025-10-04T18:23:10.279873
61a2ee2c-f25f-4490-81f2-86d990faa314,Support Agent Training Module Handling Enterprise AI Failures,Customer Support,Database/Customer Support/Support Agent Training Module Handling Enterprise AI Failures.pdf,processed_docs/Customer Support/Support Agent Training Module Handling Enterprise AI Failures.txt,processed_docs/Customer Support/Support Agent Training Module Handling Enterprise AI Failures.json,2025-10-22T15:51:17.335593Z,68273,2025-10-04T18:29:27.217690
aec27992-9167-44b5-828d-992bc37c7f62,Support Email Template Critical Incident Communication,Customer Support,Database/Customer Support/Support Email Template Critical Incident Communication.pdf,processed_docs/Customer Support/Support Email Template Critical Incident Communication.txt,processed_docs/Customer Support/Support Email Template Critical Incident Communication.json,2025-10-22T15:51:17.346592Z,49870,2025-10-04T18:25:58.843781
f53218a4-0441-44f8-8951-fae1805a267e,Support Email Template Follow-Up (Inactive Ticket),Customer Support,Database/Customer Support/Support Email Template Follow-Up (Inactive Ticket).pdf,processed_docs/Customer Support/Support Email Template Follow-Up (Inactive Ticket).txt,processed_docs/Customer Support/Support Email Template Follow-Up (Inactive Ticket).json,2025-10-22T15:51:17.356593Z,48079,2025-10-04T18:25:33.466695
2677ca08-5228-495f-867c-46f6c98240c6,Support Email Template Successful Resolution,Customer Support,Database/Customer Support/Support Email Template Successful Resolution.pdf,processed_docs/Customer Support/Support Email Template Successful Resolution.txt,processed_docs/Customer Support/Support Email Template Successful Resolution.json,2025-10-22T15:51:17.367591Z,50133,2025-10-04T18:24:50.937095
40f4ebc8-f427-4154-9527-507ef88bf10c,Ticket Escalation Policy and Triage Procedure,Customer Support,Database/Customer Support/Ticket Escalation Policy and Triage Procedure.pdf,processed_docs/Customer Support/Ticket Escalation Policy and Triage Procedure.txt,processed_docs/Customer Support/Ticket Escalation Policy and Triage Procedure.json,2025-10-22T15:51:17.378593Z,67445,2025-10-04T18:20:52.203531
039aad9f-57d8-4fe5-8bc7-4a174e6e3723,CI-CD and DevOps Automation Standard,Engineering & IT,Database/Engineering & IT/CI-CD and DevOps Automation Standard.pdf,processed_docs/Engineering & IT/CI-CD and DevOps Automation Standard.txt,processed_docs/Engineering & IT/CI-CD and DevOps Automation Standard.json,2025-10-22T15:51:17.390592Z,51748,2025-10-04T16:32:47.328173
09e9b923-6811-45ff-8265-770b8968e07a,Cloud Infrastructure & Architecture Standard (Multi-Region),Engineering & IT,Database/Engineering & IT/Cloud Infrastructure & Architecture Standard (Multi-Region).pdf,processed_docs/Engineering & IT/Cloud Infrastructure & Architecture Standard (Multi-Region).txt,processed_docs/Engineering & IT/Cloud Infrastructure & Architecture Standard (Multi-Region).json,2025-10-22T15:51:17.399591Z,56838,2025-10-04T16:28:12.065506
127aecf7-db7b-4c72-ab97-76b6244c6d3c,Customer-Facing Service Level Agreement (SLA) Policy,Engineering & IT,Database/Engineering & IT/Customer-Facing Service Level Agreement (SLA) Policy.pdf,processed_docs/Engineering & IT/Customer-Facing Service Level Agreement (SLA) Policy.txt,processed_docs/Engineering & IT/Customer-Facing Service Level Agreement (SLA) Policy.json,2025-10-22T15:51:17.409590Z,68277,2025-10-04T16:40:28.662462
8da68fca-c2d1-4b4c-af76-683889486909,Data-at-Rest and Data-in-Transit Encryption Standard,Engineering & IT,Database/Engineering & IT/Data-at-Rest and Data-in-Transit Encryption Standard.pdf,processed_docs/Engineering & IT/Data-at-Rest and Data-in-Transit Encryption Standard.txt,processed_docs/Engineering & IT/Data-at-Rest and Data-in-Transit Encryption Standard.json,2025-10-22T15:51:17.418608Z,50373,2025-10-04T16:34:53.107279
97951661-95ef-4611-ac22-aeb0888c7776,Disaster Recovery and Business Continuity Plan (Summary),Engineering & IT,Database/Engineering & IT/Disaster Recovery and Business Continuity Plan (Summary).pdf,processed_docs/Engineering & IT/Disaster Recovery and Business Continuity Plan (Summary).txt,processed_docs/Engineering & IT/Disaster Recovery and Business Continuity Plan (Summary).json,2025-10-22T15:51:17.428591Z,52875,2025-10-04T16:34:32.567340
92fabb36-adba-4e37-8d17-c88958916b5c,External API Gateway and Integration Standards,Engineering & IT,Database/Engineering & IT/External API Gateway and Integration Standards.pdf,processed_docs/Engineering & IT/External API Gateway and Integration Standards.txt,processed_docs/Engineering & IT/External API Gateway and Integration Standards.json,2025-10-22T15:51:17.435590Z,50690,2025-10-04T16:43:38.524352
d1ec483e-a30b-4606-9b1c-a9bb1eb56579,ML Model Governance and Data Pipeline Policy (MLOps),Engineering & IT,Database/Engineering & IT/ML Model Governance and Data Pipeline Policy (MLOps).pdf,processed_docs/Engineering & IT/ML Model Governance and Data Pipeline Policy (MLOps).txt,processed_docs/Engineering & IT/ML Model Governance and Data Pipeline Policy (MLOps).json,2025-10-22T15:51:17.442590Z,51700,2025-10-04T16:34:09.596714
ddaeb4cd-935b-4987-923b-4ca4a893a2a0,Software Engineering Coding and Review Standards,Engineering & IT,Database/Engineering & IT/Software Engineering Coding and Review Standards.pdf,processed_docs/Engineering & IT/Software Engineering Coding and Review Standards.txt,processed_docs/Engineering & IT/Software Engineering Coding and Review Standards.json,2025-10-22T15:51:17.450591Z,54715,2025-10-04T16:33:45.605530
84332ae0-e0cb-41a0-bee0-a3e08665f2e4,System Monitoring and Alerting Standard,Engineering & IT,Database/Engineering & IT/System Monitoring and Alerting Standard.pdf,processed_docs/Engineering & IT/System Monitoring and Alerting Standard.txt,processed_docs/Engineering & IT/System Monitoring and Alerting Standard.json,2025-10-22T15:51:17.456590Z,49469,2025-10-04T16:42:07.874453
82b0a7af-332b-49fa-b201-c9d1f956b9dc,Technical Debt Management and Refactoring Strategy,Engineering & IT,Database/Engineering & IT/Technical Debt Management and Refactoring Strategy.pdf,processed_docs/Engineering & IT/Technical Debt Management and Refactoring Strategy.txt,processed_docs/Engineering & IT/Technical Debt Management and Refactoring Strategy.json,2025-10-22T15:51:17.463590Z,54526,2025-10-04T16:40:03.794297
f5757a61-a5bd-4f53-8a0e-a8d16f29e63e,Technical Incident Management and Escalation Protocol,Engineering & IT,Database/Engineering & IT/Technical Incident Management and Escalation Protocol.pdf,processed_docs/Engineering & IT/Technical Incident Management and Escalation Protocol.txt,processed_docs/Engineering & IT/Technical Incident Management and Escalation Protocol.json,2025-10-22T15:51:17.471590Z,60452,2025-10-04T16:39:37.676183
cc46051c-77b4-4871-9130-9dd9436f874a,Vulnerability and Patch Management Policy,Engineering & IT,Database/Engineering & IT/Vulnerability and Patch Management Policy.pdf,processed_docs/Engineering & IT/Vulnerability and Patch Management Policy.txt,processed_docs/Engineering & IT/Vulnerability and Patch Management Policy.json,2025-10-22T15:51:17.478591Z,56663,2025-10-04T16:43:09.913513
8f4cc8c2-1751-4bf0-a637-9e09b290eaea,Zero Trust Network and Access Policy,Engineering & IT,Database/Engineering & IT/Zero Trust Network and Access Policy.pdf,processed_docs/Engineering & IT/Zero Trust Network and Access Policy.txt,processed_docs/Engineering & IT/Zero Trust Network and Access Policy.json,2025-10-22T15:51:17.485591Z,51003,2025-10-04T16:33:16.049434
adc87b84-f58f-43c8-8aed-94120d9c3a71,Annual Audit Preparation Checklist (FY 2026),Finance,Database/Finance/Annual Audit Preparation Checklist (FY 2026).pdf,processed_docs/Finance/Annual Audit Preparation Checklist (FY 2026).txt,processed_docs/Finance/Annual Audit Preparation Checklist (FY 2026).json,2025-10-22T15:51:17.494591Z,68644,2025-10-04T16:06:45.384634
3156c464-92c0-41f3-8398-637e84ef0a90,Employee Expense Reimbursement Form,Finance,Database/Finance/Employee Expense Reimbursement Form.pdf,processed_docs/Finance/Employee Expense Reimbursement Form.txt,processed_docs/Finance/Employee Expense Reimbursement Form.json,2025-10-22T15:51:17.503592Z,65884,2025-10-04T16:02:05.279054
1e21e388-3090-4964-a799-25371ffd4526,Enterprise Financial Risk Management Report (H1 2026),Finance,Database/Finance/Enterprise Financial Risk Management Report (H1 2026).pdf,processed_docs/Finance/Enterprise Financial Risk Management Report (H1 2026).txt,processed_docs/Finance/Enterprise Financial Risk Management Report (H1 2026).json,2025-10-22T15:51:17.511590Z,66101,2025-10-04T16:05:22.512349
fb9c9d1c-f7f3-40df-8b49-5ee6465b3354,Financial Forecasting Report - 2-Year Horizon (FY 2027-2028),Finance,Database/Finance/Financial Forecasting Report - 2-Year Horizon (FY 2027-2028).pdf,processed_docs/Finance/Financial Forecasting Report - 2-Year Horizon (FY 2027-2028).txt,processed_docs/Finance/Financial Forecasting Report - 2-Year Horizon (FY 2027-2028).json,2025-10-22T15:51:17.522590Z,65588,2025-10-04T16:07:15.828238
13e1cda0-642e-4942-9e76-ba60e9dec2c0,Global Payroll and Compensation Guidelines,Finance,Database/Finance/Global Payroll and Compensation Guidelines.pdf,processed_docs/Finance/Global Payroll and Compensation Guidelines.txt,processed_docs/Finance/Global Payroll and Compensation Guidelines.json,2025-10-22T15:51:17.530591Z,53270,2025-10-04T16:02:28.863548
9113de4d-b0e6-4fe6-8ee0-af0f987089e8,Global Travel and Entertainment (T&E) Policy,Finance,Database/Finance/Global Travel and Entertainment (T&E) Policy.pdf,processed_docs/Finance/Global Travel and Entertainment (T&E) Policy.txt,processed_docs/Finance/Global Travel and Entertainment (T&E) Policy.json,2025-10-22T15:51:17.538591Z,61025,2025-10-04T16:04:05.102361
bc561df2-438e-4f1c-bde5-a1036b70ed0b,Internal Investment Proposal-R&D Seed Fund,Finance,Database/Finance/Internal Investment Proposal-R&D Seed Fund.pdf,processed_docs/Finance/Internal Investment Proposal-R&D Seed Fund.txt,processed_docs/Finance/Internal Investment Proposal-R&D Seed Fund.json,2025-10-22T15:51:17.546591Z,58157,2025-10-04T16:04:39.630769
254cdf1d-1c6d-4c18-abc6-854f3a24cd59,Monthly Cash Flow Report - September 2025,Finance,Database/Finance/Monthly Cash Flow Report - September 2025.pdf,processed_docs/Finance/Monthly Cash Flow Report - September 2025.txt,processed_docs/Finance/Monthly Cash Flow Report - September 2025.json,2025-10-22T15:51:17.555590Z,76523,2025-10-04T16:02:56.422460
d49993ad-9f19-4b39-9cde-76f623ed2560,NexaCore Solutions Annual Budget Report (FY 2026 - Summary),Finance,Database/Finance/NexaCore Solutions Annual Budget Report (FY 2026 - Summary).pdf,processed_docs/Finance/NexaCore Solutions Annual Budget Report (FY 2026 - Summary).txt,processed_docs/Finance/NexaCore Solutions Annual Budget Report (FY 2026 - Summary).json,2025-10-22T15:51:17.566590Z,86096,2025-10-04T16:01:05.153198
8f5e2649-204a-42e8-8c22-7c5f5eb7acb4,NexaCore Solutions Profit & Loss (P&L) Statement - Q4 FY2025,Finance,Database/Finance/NexaCore Solutions Profit & Loss (P&L) Statement - Q4 FY2025.pdf,processed_docs/Finance/NexaCore Solutions Profit & Loss (P&L) Statement - Q4 FY2025.txt,processed_docs/Finance/NexaCore Solutions Profit & Loss (P&L) Statement - Q4 FY2025.json,2025-10-22T15:51:17.573590Z,66028,2025-10-04T16:05:57.172754
73589930-c0d9-4dcf-bae5-0a77dc8d7c72,NexaCore Solutions Quarterly Financial Statement - Q1 FY2026,Finance,Database/Finance/NexaCore Solutions Quarterly Financial Statement - Q1 FY2026.pdf,processed_docs/Finance/NexaCore Solutions Quarterly Financial Statement - Q1 FY2026.txt,processed_docs/Finance/NexaCore Solutions Quarterly Financial Statement - Q1 FY2026.json,2025-10-22T15:51:17.581591Z,65744,2025-10-04T16:01:31.141914
f4e5adc8-7e35-42c2-8985-602c83c12bf2,Vendor Payment and Procurement Policy,Finance,Database/Finance/Vendor Payment and Procurement Policy.pdf,processed_docs/Finance/Vendor Payment and Procurement Policy.txt,processed_docs/Finance/Vendor Payment and Procurement Policy.json,2025-10-22T15:51:17.589591Z,61374,2025-10-04T16:03:31.291249
bb8d094f-76aa-4e6a-9519-7176c03ae4c9,Capital Expenditure (CapEx) Approval Form,HR,Database/HR/Capital Expenditure (CapEx) Approval Form.pdf,processed_docs/HR/Capital Expenditure (CapEx) Approval Form.txt,processed_docs/HR/Capital Expenditure (CapEx) Approval Form.json,2025-10-22T15:51:17.599590Z,64683,2025-10-04T15:55:49.780341
f400e0d2-9144-406d-a420-0e9ac0e7d393,Code of Conduct and Professional Ethics Policy,HR,Database/HR/Code of Conduct and Professional Ethics Policy.pdf,processed_docs/HR/Code of Conduct and Professional Ethics Policy.txt,processed_docs/HR/Code of Conduct and Professional Ethics Policy.json,2025-10-22T15:51:17.607611Z,49557,2025-10-04T15:29:00.605507
f5a1e5d2-8829-4861-91e8-07a694abc8c9,Compensation and Benefits Overview,HR,Database/HR/Compensation and Benefits Overview.pdf,processed_docs/HR/Compensation and Benefits Overview.txt,processed_docs/HR/Compensation and Benefits Overview.json,2025-10-22T15:51:17.616590Z,61690,2025-10-04T15:41:05.756717
d65790ff-fc7b-491c-91ca-2700dad89a56,"Diversity, Inclusion, and Equal Opportunity Policy",HR,"Database/HR/Diversity, Inclusion, and Equal Opportunity Policy.pdf","processed_docs/HR/Diversity, Inclusion, and Equal Opportunity Policy.txt","processed_docs/HR/Diversity, Inclusion, and Equal Opportunity Policy.json",2025-10-22T15:51:17.624591Z,52915,2025-10-04T15:39:07.378461
437c3004-7a45-4b59-960d-9dd7857f480f,Employee Exit Interview Form,HR,Database/HR/Employee Exit Interview Form.pdf,processed_docs/HR/Employee Exit Interview Form.txt,processed_docs/HR/Employee Exit Interview Form.json,2025-10-22T15:51:17.635592Z,64305,2025-10-04T15:35:42.054393
a8f7a26d-90b1-44ad-bf84-837df6bc137d,Formal Grievance and Issue Resolution Procedure,HR,Database/HR/Formal Grievance and Issue Resolution Procedure.pdf,processed_docs/HR/Formal Grievance and Issue Resolution Procedure.txt,processed_docs/HR/Formal Grievance and Issue Resolution Procedure.json,2025-10-22T15:51:17.644593Z,66898,2025-10-04T15:41:37.433914
73b844ea-9449-4b0c-a3de-ec4e758b58d3,Formal Grievance Submission Form,HR,Database/HR/Formal Grievance Submission Form.pdf,processed_docs/HR/Formal Grievance Submission Form.txt,processed_docs/HR/Formal Grievance Submission Form.json,2025-10-22T15:51:17.651593Z,61699,2025-10-04T15:56:54.169594
9242d1e3-01ea-40a8-bbc9-a0b8535f8034,Global Leave and Time-Off Policy,HR,Database/HR/Global Leave and Time-Off Policy.pdf,processed_docs/HR/Global Leave and Time-Off Policy.txt,processed_docs/HR/Global Leave and Time-Off Policy.json,2025-10-22T15:51:17.659589Z,63812,2025-10-04T15:29:46.149886
08ecfb61-62d9-4c31-87f1-284822f04896,Global Recruitment and Hiring Guidelines,HR,Database/HR/Global Recruitment and Hiring Guidelines.pdf,processed_docs/HR/Global Recruitment and Hiring Guidelines.txt,processed_docs/HR/Global Recruitment and Hiring Guidelines.json,2025-10-22T15:51:17.667589Z,62802,2025-10-04T15:30:59.770902
12875560-442e-4d3e-8eb8-df78e566a359,Global Remote and Hybrid Work Policy,HR,Database/HR/Global Remote and Hybrid Work Policy.pdf,processed_docs/HR/Global Remote and Hybrid Work Policy.txt,processed_docs/HR/Global Remote and Hybrid Work Policy.json,2025-10-22T15:51:17.675591Z,59918,2025-10-04T15:40:25.423085
6c8b7cb8-189e-47ed-bdd4-999e195c7443,Job Description-SaaS Account Executive (MENA Region),HR,Database/HR/Job Description-SaaS Account Executive (MENA Region).pdf,processed_docs/HR/Job Description-SaaS Account Executive (MENA Region).txt,processed_docs/HR/Job Description-SaaS Account Executive (MENA Region).json,2025-10-22T15:51:17.683590Z,59131,2025-10-04T15:32:18.782089
c7742e5f-b79c-49da-a4ef-84ac5bddd943,Job Description-Senior AI Engineer,HR,Database/HR/Job Description-Senior AI Engineer.pdf,processed_docs/HR/Job Description-Senior AI Engineer.txt,processed_docs/HR/Job Description-Senior AI Engineer.json,2025-10-22T15:51:17.690593Z,57429,2025-10-04T15:31:41.930020
f9945767-c13e-4933-abb2-69af80c74042,Job Description-Workflow UX Designer,HR,Database/HR/Job Description-Workflow UX Designer.pdf,processed_docs/HR/Job Description-Workflow UX Designer.txt,processed_docs/HR/Job Description-Workflow UX Designer.json,2025-10-22T15:51:17.698626Z,56556,2025-10-04T15:33:27.836688
180f9a95-b356-45c7-92e0-c3be499fa6a0,New Employee Onboarding Checklist,HR,Database/HR/New Employee Onboarding Checklist.pdf,processed_docs/HR/New Employee Onboarding Checklist.txt,processed_docs/HR/New Employee Onboarding Checklist.json,2025-10-22T15:51:17.707589Z,66679,2025-10-04T15:34:23.057458
78f86f70-ba24-46d8-aa1f-343867eb4e16,NexaCore Solutions Annual HR Department Report (FY 2025),HR,Database/HR/NexaCore Solutions Annual HR Department Report (FY 2025).pdf,processed_docs/HR/NexaCore Solutions Annual HR Department Report (FY 2025).txt,processed_docs/HR/NexaCore Solutions Annual HR Department Report (FY 2025).json,2025-10-22T15:51:17.716590Z,74098,2025-10-04T15:42:53.537339
0d2e27e7-3eb6-4574-94b3-5bfdac94e233,NexaCore Solutions Annual Performance Review (APR),HR,Database/HR/NexaCore Solutions Annual Performance Review (APR).pdf,processed_docs/HR/NexaCore Solutions Annual Performance Review (APR).txt,processed_docs/HR/NexaCore Solutions Annual Performance Review (APR).json,2025-10-22T15:51:17.725589Z,72551,2025-10-04T15:30:31.295836
1ea2f876-93e4-4463-a507-657c88a307f4,NexaCore Solutions Employee Handbook - Core Principles,HR,Database/HR/NexaCore Solutions Employee Handbook - Core Principles.pdf,processed_docs/HR/NexaCore Solutions Employee Handbook - Core Principles.txt,processed_docs/HR/NexaCore Solutions Employee Handbook - Core Principles.json,2025-10-22T15:51:17.734594Z,61180,2025-10-04T15:27:47.864224
2a45fd8e-6650-4944-a964-9739fc42bd21,NexaCore Solutions Training & Development Plan (2025-2026),HR,Database/HR/NexaCore Solutions Training & Development Plan (2025-2026).pdf,processed_docs/HR/NexaCore Solutions Training & Development Plan (2025-2026).txt,processed_docs/HR/NexaCore Solutions Training & Development Plan (2025-2026).json,2025-10-22T15:51:17.743593Z,80933,2025-10-04T15:36:22.549053
245efa14-a366-42c2-a860-b407729d30b3,Anti-Money Laundering (AML) and Sanctions Policy,Legal and Compliance,Database/Legal and Compliance/Anti-Money Laundering (AML) and Sanctions Policy.pdf,processed_docs/Legal and Compliance/Anti-Money Laundering (AML) and Sanctions Policy.txt,processed_docs/Legal and Compliance/Anti-Money Laundering (AML) and Sanctions Policy.json,2025-10-22T15:51:17.751726Z,52289,2025-10-04T16:20:49.239781
5f1afdc7-5f68-412f-b644-693e24875702,Conflict of Interest Disclosure Form,Legal and Compliance,Database/Legal and Compliance/Conflict of Interest Disclosure Form.pdf,processed_docs/Legal and Compliance/Conflict of Interest Disclosure Form.txt,processed_docs/Legal and Compliance/Conflict of Interest Disclosure Form.json,2025-10-22T15:51:17.760740Z,64260,2025-10-04T16:23:19.579800
03b6fbbc-7526-4279-ade6-7ffbf24d779a,Data Breach Incident Response Plan - Summary,Legal and Compliance,Database/Legal and Compliance/Data Breach Incident Response Plan - Summary.pdf,processed_docs/Legal and Compliance/Data Breach Incident Response Plan - Summary.txt,processed_docs/Legal and Compliance/Data Breach Incident Response Plan - Summary.json,2025-10-22T15:51:17.768726Z,58210,2025-10-04T16:19:57.567347
05c307af-e989-4194-9866-9d2832f9447f,Global Data Privacy and Governance Policy,Legal and Compliance,Database/Legal and Compliance/Global Data Privacy and Governance Policy.pdf,processed_docs/Legal and Compliance/Global Data Privacy and Governance Policy.txt,processed_docs/Legal and Compliance/Global Data Privacy and Governance Policy.json,2025-10-22T15:51:17.776726Z,61033,2025-10-04T16:13:30.152293
bad93ced-7422-4993-819c-17ffc163809a,Intellectual Property (IP) Protection and Ownership Policy,Legal and Compliance,Database/Legal and Compliance/Intellectual Property (IP) Protection and Ownership Policy.pdf,processed_docs/Legal and Compliance/Intellectual Property (IP) Protection and Ownership Policy.txt,processed_docs/Legal and Compliance/Intellectual Property (IP) Protection and Ownership Policy.json,2025-10-22T15:51:17.784726Z,57727,2025-10-04T16:14:00.038704
20749a01-2cc1-4450-b9f3-59038069b0a1,Internal Compliance Program Outline (FY 2026),Legal and Compliance,Database/Legal and Compliance/Internal Compliance Program Outline (FY 2026).pdf,processed_docs/Legal and Compliance/Internal Compliance Program Outline (FY 2026).txt,processed_docs/Legal and Compliance/Internal Compliance Program Outline (FY 2026).json,2025-10-22T15:51:17.793729Z,54616,2025-10-04T16:20:26.586196
2461609e-0991-482f-b144-548a55607105,Master Services Agreement (MSA) Template - Key Clauses,Legal and Compliance,Database/Legal and Compliance/Master Services Agreement (MSA) Template - Key Clauses.pdf,processed_docs/Legal and Compliance/Master Services Agreement (MSA) Template - Key Clauses.txt,processed_docs/Legal and Compliance/Master Services Agreement (MSA) Template - Key Clauses.json,2025-10-22T15:51:17.801729Z,52886,2025-10-04T16:15:34.670949
b572afb8-6526-42d0-8fbb-a9689c7ed6c4,MENA Regional Compliance Matrix (Summary),Legal and Compliance,Database/Legal and Compliance/MENA Regional Compliance Matrix (Summary).pdf,processed_docs/Legal and Compliance/MENA Regional Compliance Matrix (Summary).txt,processed_docs/Legal and Compliance/MENA Regional Compliance Matrix (Summary).json,2025-10-22T15:51:17.809749Z,60887,2025-10-04T16:19:05.563193
32cc36e1-0b14-457f-a537-d47108ffd165,NexaCore Solutions Code of Conduct and Ethics Policy,Legal and Compliance,Database/Legal and Compliance/NexaCore Solutions Code of Conduct and Ethics Policy.pdf,processed_docs/Legal and Compliance/NexaCore Solutions Code of Conduct and Ethics Policy.txt,processed_docs/Legal and Compliance/NexaCore Solutions Code of Conduct and Ethics Policy.json,2025-10-22T15:51:17.818726Z,59158,2025-10-04T16:11:46.889961
a66dd763-3c73-4996-93e2-d5584d60efc1,Software Licensing and Open Source Policy (SLOSP),Legal and Compliance,Database/Legal and Compliance/Software Licensing and Open Source Policy (SLOSP).pdf,processed_docs/Legal and Compliance/Software Licensing and Open Source Policy (SLOSP).txt,processed_docs/Legal and Compliance/Software Licensing and Open Source Policy (SLOSP).json,2025-10-22T15:51:17.827726Z,58681,2025-10-04T16:22:41.947060
